game_id,date,home_team,away_team,venue,travel_distance_miles,rest_days_since_last_game,back_to_back,result,score_home,score_away
GAME-03041,2021-12-18,TEAM-14,TEAM-29,LA Lakers Arena,313,2,False,L,105,134
GAME-03042,2023-03-13,TEAM-21,TEAM-04,OKC Arena,716,2,False,L,88,88
GAME-03043,2024-09-23,TEAM-01,TEAM-12,Atlanta Arena,331,3,False,W,129,87
GAME-03044,2021-11-24,TEAM-27,TEAM-12,San Antonio Arena,603,0,True,L,100,135
GAME-03045,2025-09-15,TEAM-12,TEAM-02,Indiana Arena,1632,1,False,L,93,125
GAME-03046,2022-12-12,TEAM-30,TEAM-07,Washington Arena,841,1,False,L,116,134
GAME-03047,2025-01-11,TEAM-26,TEAM-28,Sacramento Arena,756,2,False,W,131,86
GAME-03048,2022-08-29,TEAM-24,TEAM-17,Phoenix Arena,80,2,False,L,85,128
GAME-03049,2025-04-28,TEAM-11,TEAM-08,Houston Arena,1753,3,False,W,109,105
GAME-03050,2024-03-01,TEAM-16,TEAM-25,Miami Arena,2001,1,False,W,118,102
GAME-03051,2025-09-09,TEAM-23,TEAM-15,Philadelphia Arena,298,1,False,W,127,111
GAME-03052,2022-05-30,TEAM-07,TEAM-25,Dallas Arena,499,2,False,L,117,132
GAME-03053,2022-11-26,TEAM-19,TEAM-29,New Orleans Arena,1463,2,False,L,91,114
GAME-03054,2025-11-22,TEAM-06,TEAM-07,Cleveland Arena,1044,0,True,L,88,132
GAME-03055,2023-12-20,TEAM-30,TEAM-13,Washington Arena,20,3,False,W,108,90
GAME-03056,2024-04-15,TEAM-29,TEAM-21,Utah Arena,799,2,False,L,92,122
GAME-03057,2022-02-24,TEAM-26,TEAM-09,Sacramento Arena,2606,0,True,W,131,108
GAME-03058,2023-06-24,TEAM-08,TEAM-16,Denver Arena,389,1,False,L,116,130
GAME-03059,2022-04-08,TEAM-16,TEAM-29,Miami Arena,1354,0,True,L,93,104
GAME-03060,2024-05-29,TEAM-29,TEAM-18,Utah Arena,326,1,False,W,112,96
GAME-03061,2022-11-12,TEAM-24,TEAM-08,Phoenix Arena,2430,2,False,L,103,132
GAME-03062,2023-12-08,TEAM-30,TEAM-27,Washington Arena,14,2,False,L,114,125
GAME-03063,2022-07-06,TEAM-27,TEAM-25,San Antonio Arena,938,3,False,L,92,133
GAME-03064,2022-07-23,TEAM-02,TEAM-22,Boston Arena,329,2,False,W,129,114
GAME-03065,2025-09-03,TEAM-04,TEAM-16,Charlotte Arena,918,3,False,W,135,98
GAME-03066,2025-05-10,TEAM-07,TEAM-03,Dallas Arena,1837,3,False,L,119,133
GAME-03067,2021-12-08,TEAM-21,TEAM-28,OKC Arena,858,2,False,W,106,104
GAME-03068,2024-03-09,TEAM-05,TEAM-14,Chicago Arena,2766,0,True,W,112,85
GAME-03069,2022-09-23,TEAM-19,TEAM-26,New Orleans Arena,328,1,False,W,120,98
GAME-03070,2024-10-29,TEAM-10,TEAM-17,Golden State Arena,2544,0,True,W,120,100
GAME-03071,2023-04-07,TEAM-01,TEAM-10,Atlanta Arena,215,5,False,W,106,99
GAME-03072,2022-08-19,TEAM-29,TEAM-09,Utah Arena,665,1,False,W,113,88
GAME-03073,2022-07-18,TEAM-19,TEAM-03,New Orleans Arena,1285,1,False,L,108,116
GAME-03074,2022-09-06,TEAM-03,TEAM-08,Brooklyn Arena,2364,1,False,L,101,102
GAME-03075,2023-09-20,TEAM-24,TEAM-07,Phoenix Arena,116,2,False,W,96,87
GAME-03076,2024-05-11,TEAM-21,TEAM-19,OKC Arena,1693,4,False,L,113,113
GAME-03077,2022-04-04,TEAM-18,TEAM-21,Minnesota Arena,2691,1,False,W,133,129
GAME-03078,2022-07-06,TEAM-27,TEAM-08,San Antonio Arena,2691,1,False,W,130,90
GAME-03079,2024-12-23,TEAM-15,TEAM-02,Memphis Arena,1228,1,False,L,103,128
GAME-03080,2022-11-29,TEAM-02,TEAM-29,Boston Arena,819,1,False,W,100,96
GAME-03081,2025-11-03,TEAM-03,TEAM-26,Brooklyn Arena,476,3,False,W,119,97
GAME-03082,2023-01-18,TEAM-07,TEAM-04,Dallas Arena,879,1,False,L,120,121
GAME-03083,2024-05-22,TEAM-26,TEAM-21,Sacramento Arena,1559,4,False,L,109,111
GAME-03084,2025-04-07,TEAM-16,TEAM-05,Miami Arena,1399,1,False,W,126,96
GAME-03085,2024-07-28,TEAM-19,TEAM-28,New Orleans Arena,390,3,False,W,104,91
GAME-03086,2024-11-15,TEAM-04,TEAM-24,Charlotte Arena,1691,0,True,W,125,112
GAME-03087,2025-09-21,TEAM-18,TEAM-25,Minnesota Arena,2057,3,False,L,91,94
GAME-03088,2022-09-14,TEAM-21,TEAM-14,OKC Arena,1588,1,False,W,134,106
GAME-03089,2023-09-13,TEAM-27,TEAM-16,San Antonio Arena,232,3,False,W,120,102
GAME-03090,2022-07-31,TEAM-10,TEAM-06,Golden State Arena,824,2,False,L,116,128
GAME-03091,2024-05-26,TEAM-12,TEAM-11,Indiana Arena,821,2,False,L,97,135
GAME-03092,2022-10-08,TEAM-29,TEAM-08,Utah Arena,2241,0,True,L,87,98
GAME-03093,2024-06-25,TEAM-18,TEAM-24,Minnesota Arena,2552,4,False,W,131,103
GAME-03094,2024-03-31,TEAM-18,TEAM-23,Minnesota Arena,1638,3,False,L,93,106
GAME-03095,2022-04-12,TEAM-14,TEAM-22,LA Lakers Arena,414,0,True,L,91,121
GAME-03096,2024-03-09,TEAM-26,TEAM-07,Sacramento Arena,2217,1,False,W,133,116
GAME-03097,2025-03-02,TEAM-03,TEAM-29,Brooklyn Arena,2739,1,False,L,107,129
GAME-03098,2023-05-10,TEAM-28,TEAM-24,Toronto Arena,2615,1,False,W,121,119
GAME-03099,2022-10-30,TEAM-18,TEAM-08,Minnesota Arena,1673,1,False,L,93,111
GAME-03100,2022-01-10,TEAM-01,TEAM-20,Atlanta Arena,2623,0,True,W,128,90
GAME-03101,2023-09-08,TEAM-06,TEAM-07,Cleveland Arena,425,2,False,L,110,112
GAME-03102,2024-06-14,TEAM-01,TEAM-06,Atlanta Arena,1119,1,False,L,96,112
GAME-03103,2023-08-12,TEAM-03,TEAM-11,Brooklyn Arena,920,1,False,L,122,128
GAME-03104,2025-11-06,TEAM-07,TEAM-21,Dallas Arena,2222,0,True,L,86,130
GAME-03105,2022-11-19,TEAM-02,TEAM-24,Boston Arena,2586,3,False,W,132,101
GAME-03106,2023-09-03,TEAM-26,TEAM-29,Sacramento Arena,601,0,True,W,127,98
GAME-03107,2025-10-11,TEAM-04,TEAM-06,Charlotte Arena,2022,2,False,L,98,102
GAME-03108,2025-05-25,TEAM-11,TEAM-07,Houston Arena,2357,0,True,L,107,113
GAME-03109,2025-03-31,TEAM-15,TEAM-21,Memphis Arena,453,1,False,L,101,111
GAME-03110,2025-06-26,TEAM-19,TEAM-18,New Orleans Arena,2043,4,False,L,103,124
GAME-03111,2023-05-14,TEAM-08,TEAM-07,Denver Arena,1880,3,False,L,92,110
GAME-03112,2022-01-29,TEAM-15,TEAM-26,Memphis Arena,207,3,False,W,106,99
GAME-03113,2022-10-10,TEAM-26,TEAM-18,Sacramento Arena,1108,2,False,L,123,123
GAME-03114,2024-04-14,TEAM-06,TEAM-10,Cleveland Arena,2483,1,False,W,127,86
GAME-03115,2024-06-01,TEAM-06,TEAM-09,Cleveland Arena,789,2,False,W,115,98
GAME-03116,2025-11-07,TEAM-09,TEAM-25,Detroit Arena,1169,2,False,W,106,101
GAME-03117,2024-08-21,TEAM-18,TEAM-25,Minnesota Arena,601,5,False,L,95,99
GAME-03118,2022-08-27,TEAM-03,TEAM-06,Brooklyn Arena,1096,4,False,W,128,122
GAME-03119,2024-08-20,TEAM-29,TEAM-03,Utah Arena,1576,0,True,L,98,105
GAME-03120,2025-06-23,TEAM-09,TEAM-04,Detroit Arena,64,1,False,W,130,110
GAME-03121,2023-12-22,TEAM-05,TEAM-19,Chicago Arena,53,1,False,W,107,85
GAME-03122,2023-07-16,TEAM-27,TEAM-26,San Antonio Arena,1998,0,True,W,105,98
GAME-03123,2025-05-24,TEAM-09,TEAM-04,Detroit Arena,1627,3,False,L,85,123
GAME-03124,2024-02-11,TEAM-01,TEAM-14,Atlanta Arena,238,1,False,W,104,99
GAME-03125,2024-05-08,TEAM-15,TEAM-29,Memphis Arena,918,3,False,W,109,101
GAME-03126,2024-12-05,TEAM-27,TEAM-02,San Antonio Arena,915,2,False,W,130,112
GAME-03127,2023-10-18,TEAM-03,TEAM-21,Brooklyn Arena,2109,5,False,L,90,103
GAME-03128,2022-05-26,TEAM-03,TEAM-13,Brooklyn Arena,2195,0,True,W,120,101
GAME-03129,2025-05-09,TEAM-06,TEAM-22,Cleveland Arena,667,3,False,L,101,103
GAME-03130,2025-09-30,TEAM-10,TEAM-20,Golden State Arena,2500,1,False,L,125,132
GAME-03131,2024-12-18,TEAM-24,TEAM-16,Phoenix Arena,2524,0,True,W,127,121
GAME-03132,2021-11-05,TEAM-18,TEAM-11,Minnesota Arena,202,4,False,W,133,126
GAME-03133,2024-08-13,TEAM-29,TEAM-13,Utah Arena,1851,2,False,W,129,91
GAME-03134,2023-06-08,TEAM-21,TEAM-12,OKC Arena,1064,3,False,L,119,125
GAME-03135,2024-11-07,TEAM-21,TEAM-17,OKC Arena,603,4,False,L,127,133
GAME-03136,2022-08-20,TEAM-24,TEAM-22,Phoenix Arena,748,1,False,L,134,135
GAME-03137,2024-05-04,TEAM-19,TEAM-17,New Orleans Arena,1615,4,False,L,122,130
GAME-03138,2023-04-11,TEAM-01,TEAM-10,Atlanta Arena,2798,1,False,L,95,110
GAME-03139,2024-10-06,TEAM-19,TEAM-28,New Orleans Arena,2192,0,True,L,92,111
GAME-03140,2024-10-13,TEAM-20,TEAM-28,New York Arena,1418,1,False,W,104,93
GAME-03141,2024-11-22,TEAM-22,TEAM-03,Orlando Arena,1940,2,False,W,115,110
GAME-03142,2024-04-13,TEAM-18,TEAM-03,Minnesota Arena,1365,1,False,W,120,96
GAME-03143,2025-06-20,TEAM-29,TEAM-25,Utah Arena,2297,4,False,W,132,102
GAME-03144,2023-02-21,TEAM-20,TEAM-07,New York Arena,302,1,False,W,111,109
GAME-03145,2021-11-27,TEAM-12,TEAM-28,Indiana Arena,1822,1,False,W,126,85
GAME-03146,2025-04-22,TEAM-25,TEAM-02,Portland Arena,521,3,False,W,108,91
GAME-03147,2025-10-21,TEAM-28,TEAM-02,Toronto Arena,1557,2,False,L,133,135
GAME-03148,2025-03-14,TEAM-08,TEAM-15,Denver Arena,619,1,False,L,101,114
GAME-03149,2022-08-23,TEAM-09,TEAM-10,Detroit Arena,2393,1,False,W,114,101
GAME-03150,2024-05-11,TEAM-18,TEAM-05,Minnesota Arena,16,0,True,W,131,103
GAME-03151,2023-04-21,TEAM-18,TEAM-04,Minnesota Arena,2218,0,True,L,105,118
GAME-03152,2024-12-29,TEAM-19,TEAM-14,New Orleans Arena,1634,4,False,W,109,107
GAME-03153,2022-01-05,TEAM-03,TEAM-28,Brooklyn Arena,2646,2,False,L,91,125
GAME-03154,2022-12-10,TEAM-04,TEAM-22,Charlotte Arena,2045,1,False,L,94,116
GAME-03155,2024-04-16,TEAM-02,TEAM-04,Boston Arena,2122,2,False,W,94,91
GAME-03156,2024-12-20,TEAM-16,TEAM-26,Miami Arena,665,1,False,W,117,89
GAME-03157,2023-10-13,TEAM-15,TEAM-29,Memphis Arena,2272,4,False,L,111,120
GAME-03158,2022-08-23,TEAM-14,TEAM-16,LA Lakers Arena,1778,2,False,W,106,89
GAME-03159,2023-03-05,TEAM-10,TEAM-15,Golden State Arena,2214,5,False,W,117,106
GAME-03160,2024-07-31,TEAM-21,TEAM-09,OKC Arena,1832,4,False,L,85,100
GAME-03161,2025-01-02,TEAM-29,TEAM-01,Utah Arena,333,1,False,W,134,98
GAME-03162,2021-12-03,TEAM-17,TEAM-18,Milwaukee Arena,882,1,False,L,98,102
GAME-03163,2023-01-22,TEAM-01,TEAM-12,Atlanta Arena,2044,0,True,L,107,122
GAME-03164,2024-05-12,TEAM-10,TEAM-25,Golden State Arena,1786,3,False,W,108,87
GAME-03165,2021-10-28,TEAM-30,TEAM-03,Washington Arena,761,1,False,W,132,124
GAME-03166,2024-12-17,TEAM-10,TEAM-21,Golden State Arena,1909,4,False,W,121,102
GAME-03167,2024-07-29,TEAM-12,TEAM-17,Indiana Arena,1850,1,False,L,122,129
GAME-03168,2025-04-04,TEAM-09,TEAM-21,Detroit Arena,2638,2,False,L,105,111
GAME-03169,2022-06-06,TEAM-22,TEAM-03,Orlando Arena,2482,1,False,W,115,112
GAME-03170,2022-07-17,TEAM-27,TEAM-30,San Antonio Arena,1570,5,False,W,128,126
GAME-03171,2024-01-09,TEAM-29,TEAM-27,Utah Arena,1494,3,False,L,118,133
GAME-03172,2023-11-15,TEAM-02,TEAM-09,Boston Arena,1286,1,False,W,128,111
GAME-03173,2023-08-28,TEAM-10,TEAM-07,Golden State Arena,2194,2,False,L,108,134
GAME-03174,2024-07-20,TEAM-04,TEAM-27,Charlotte Arena,415,2,False,L,95,96
GAME-03175,2023-12-05,TEAM-19,TEAM-11,New Orleans Arena,2441,1,False,W,125,95
GAME-03176,2022-01-27,TEAM-14,TEAM-15,LA Lakers Arena,462,2,False,W,134,118
GAME-03177,2022-11-01,TEAM-14,TEAM-05,LA Lakers Arena,644,2,False,W,121,87
GAME-03178,2023-04-11,TEAM-09,TEAM-02,Detroit Arena,2600,3,False,L,103,123
GAME-03179,2022-01-13,TEAM-30,TEAM-26,Washington Arena,265,3,False,L,89,115
GAME-03180,2023-05-12,TEAM-04,TEAM-01,Charlotte Arena,872,3,False,L,95,97
GAME-03181,2025-04-27,TEAM-24,TEAM-08,Phoenix Arena,2614,2,False,L,86,130
GAME-03182,2021-11-30,TEAM-29,TEAM-21,Utah Arena,287,5,False,L,94,100
GAME-03183,2023-09-27,TEAM-28,TEAM-05,Toronto Arena,2645,2,False,W,133,98
GAME-03184,2023-07-13,TEAM-28,TEAM-19,Toronto Arena,1586,3,False,L,107,112
GAME-03185,2024-11-02,TEAM-30,TEAM-27,Washington Arena,777,3,False,L,92,102
GAME-03186,2023-11-25,TEAM-09,TEAM-10,Detroit Arena,454,2,False,L,112,127
GAME-03187,2022-02-17,TEAM-22,TEAM-14,Orlando Arena,1116,1,False,W,114,112
GAME-03188,2023-08-19,TEAM-10,TEAM-25,Golden State Arena,1126,1,False,W,128,88
GAME-03189,2022-07-11,TEAM-07,TEAM-11,Dallas Arena,656,1,False,W,128,87
GAME-03190,2024-10-29,TEAM-17,TEAM-04,Milwaukee Arena,146,1,False,W,133,121
GAME-03191,2022-04-29,TEAM-02,TEAM-18,Boston Arena,890,1,False,W,113,93
GAME-03192,2021-11-10,TEAM-19,TEAM-09,New Orleans Arena,9,2,False,W,132,92
GAME-03193,2022-05-31,TEAM-04,TEAM-01,Charlotte Arena,327,4,False,L,101,124
GAME-03194,2022-11-02,TEAM-19,TEAM-10,New Orleans Arena,2302,1,False,W,124,98
GAME-03195,2023-12-30,TEAM-20,TEAM-02,New York Arena,915,1,False,W,115,106
GAME-03196,2024-08-25,TEAM-09,TEAM-17,Detroit Arena,876,0,True,W,123,99
GAME-03197,2023-12-02,TEAM-27,TEAM-26,San Antonio Arena,670,1,False,W,108,92
GAME-03198,2022-08-11,TEAM-07,TEAM-14,Dallas Arena,2025,4,False,L,91,111
GAME-03199,2025-09-18,TEAM-09,TEAM-13,Detroit Arena,2349,2,False,L,90,90
GAME-03200,2023-08-29,TEAM-09,TEAM-10,Detroit Arena,1046,3,False,W,117,112
GAME-03201,2022-11-30,TEAM-21,TEAM-03,OKC Arena,2219,1,False,L,90,108
GAME-03202,2025-11-27,TEAM-30,TEAM-09,Washington Arena,2503,1,False,L,85,111
GAME-03203,2022-01-10,TEAM-08,TEAM-21,Denver Arena,560,2,False,W,134,127
GAME-03204,2025-08-01,TEAM-17,TEAM-03,Milwaukee Arena,1990,2,False,L,108,108
GAME-03205,2023-04-24,TEAM-22,TEAM-27,Orlando Arena,2381,3,False,W,125,113
GAME-03206,2023-01-01,TEAM-21,TEAM-26,OKC Arena,2639,1,False,L,105,123
GAME-03207,2024-01-14,TEAM-17,TEAM-24,Milwaukee Arena,2691,1,False,W,111,104
GAME-03208,2021-10-27,TEAM-17,TEAM-18,Milwaukee Arena,2624,1,False,W,129,123
GAME-03209,2023-05-19,TEAM-23,TEAM-21,Philadelphia Arena,1188,0,True,W,123,118
GAME-03210,2024-11-05,TEAM-08,TEAM-18,Denver Arena,2189,4,False,L,120,124
GAME-03211,2023-04-06,TEAM-25,TEAM-12,Portland Arena,1556,3,False,W,123,99
GAME-03212,2023-03-28,TEAM-15,TEAM-12,Memphis Arena,1483,0,True,W,107,96
GAME-03213,2023-04-01,TEAM-25,TEAM-03,Portland Arena,652,1,False,L,88,103
GAME-03214,2022-11-25,TEAM-27,TEAM-17,San Antonio Arena,2111,0,True,W,109,87
GAME-03215,2024-10-21,TEAM-14,TEAM-12,LA Lakers Arena,1368,1,False,W,113,86
GAME-03216,2024-06-29,TEAM-02,TEAM-18,Boston Arena,15,1,False,W,113,111
GAME-03217,2024-08-13,TEAM-15,TEAM-12,Memphis Arena,2265,1,False,L,91,114
GAME-03218,2023-11-13,TEAM-28,TEAM-23,Toronto Arena,584,1,False,W,135,109
GAME-03219,2022-10-07,TEAM-06,TEAM-18,Cleveland Arena,1089,2,False,L,106,131
GAME-03220,2024-12-03,TEAM-07,TEAM-17,Dallas Arena,744,0,True,W,104,101
GAME-03221,2024-05-08,TEAM-30,TEAM-17,Washington Arena,2290,0,True,L,90,114
GAME-03222,2023-08-10,TEAM-22,TEAM-25,Orlando Arena,180,0,True,W,105,99
GAME-03223,2025-04-25,TEAM-30,TEAM-05,Washington Arena,2716,1,False,W,124,123
GAME-03224,2025-10-12,TEAM-15,TEAM-19,Memphis Arena,1814,1,False,L,102,132
GAME-03225,2023-08-11,TEAM-07,TEAM-23,Dallas Arena,950,2,False,L,107,123
GAME-03226,2022-03-06,TEAM-17,TEAM-12,Milwaukee Arena,2233,0,True,W,119,96
GAME-03227,2024-02-23,TEAM-23,TEAM-18,Philadelphia Arena,533,1,False,L,108,113
GAME-03228,2022-02-06,TEAM-05,TEAM-13,Chicago Arena,389,0,True,L,113,133
GAME-03229,2022-04-29,TEAM-25,TEAM-03,Portland Arena,2361,1,False,L,88,101
GAME-03230,2024-09-01,TEAM-14,TEAM-05,LA Lakers Arena,2593,4,False,L,100,113
GAME-03231,2024-01-30,TEAM-06,TEAM-11,Cleveland Arena,1783,4,False,W,115,112
GAME-03232,2022-07-14,TEAM-04,TEAM-23,Charlotte Arena,2333,2,False,L,94,130
GAME-03233,2022-04-26,TEAM-21,TEAM-28,OKC Arena,46,1,False,W,131,104
GAME-03234,2025-08-22,TEAM-15,TEAM-05,Memphis Arena,233,1,False,L,88,101
GAME-03235,2023-05-16,TEAM-29,TEAM-05,Utah Arena,863,1,False,L,105,129
GAME-03236,2022-11-30,TEAM-16,TEAM-20,Miami Arena,604,0,True,L,90,130
GAME-03237,2024-05-16,TEAM-08,TEAM-07,Denver Arena,1264,0,True,L,105,118
GAME-03238,2022-04-19,TEAM-10,TEAM-17,Golden State Arena,2339,1,False,L,96,108
GAME-03239,2025-05-31,TEAM-04,TEAM-13,Charlotte Arena,1542,2,False,W,111,87
GAME-03240,2023-08-02,TEAM-30,TEAM-18,Washington Arena,848,1,False,W,132,117
GAME-03241,2023-10-09,TEAM-24,TEAM-06,Phoenix Arena,1106,1,False,W,125,102
GAME-03242,2024-02-08,TEAM-02,TEAM-12,Boston Arena,660,1,False,W,111,95
GAME-03243,2024-08-26,TEAM-15,TEAM-05,Memphis Arena,2459,2,False,L,117,130
GAME-03244,2024-03-17,TEAM-22,TEAM-25,Orlando Arena,2192,1,False,L,109,128
GAME-03245,2022-03-25,TEAM-25,TEAM-03,Portland Arena,1073,1,False,W,121,110
GAME-03246,2021-12-01,TEAM-30,TEAM-19,Washington Arena,676,0,True,L,85,135
GAME-03247,2025-02-12,TEAM-16,TEAM-27,Miami Arena,1857,2,False,W,132,88
GAME-03248,2024-05-20,TEAM-07,TEAM-04,Dallas Arena,439,3,False,W,105,87
GAME-03249,2025-05-22,TEAM-05,TEAM-15,Chicago Arena,2340,1,False,L,94,106
GAME-03250,2025-01-25,TEAM-17,TEAM-02,Milwaukee Arena,1225,3,False,W,122,111
GAME-03251,2024-01-03,TEAM-06,TEAM-10,Cleveland Arena,300,1,False,L,101,126
GAME-03252,2023-11-19,TEAM-09,TEAM-24,Detroit Arena,779,2,False,L,90,113
GAME-03253,2022-06-28,TEAM-12,TEAM-06,Indiana Arena,913,1,False,L,85,134
GAME-03254,2024-12-02,TEAM-28,TEAM-08,Toronto Arena,2624,3,False,W,133,87
GAME-03255,2025-05-30,TEAM-13,TEAM-20,LA Clippers Arena,1548,2,False,L,124,126
GAME-03256,2022-09-09,TEAM-19,TEAM-01,New Orleans Arena,586,0,True,L,100,102
GAME-03257,2023-10-07,TEAM-18,TEAM-19,Minnesota Arena,591,2,False,L,127,135
GAME-03258,2025-09-01,TEAM-27,TEAM-05,San Antonio Arena,869,2,False,L,114,125
GAME-03259,2025-10-17,TEAM-19,TEAM-11,New Orleans Arena,162,2,False,L,86,108
GAME-03260,2022-04-03,TEAM-21,TEAM-08,OKC Arena,337,3,False,W,101,99
GAME-03261,2023-10-07,TEAM-09,TEAM-26,Detroit Arena,490,2,False,L,95,103
GAME-03262,2024-12-24,TEAM-15,TEAM-09,Memphis Arena,1445,0,True,W,111,89
GAME-03263,2022-09-09,TEAM-06,TEAM-11,Cleveland Arena,750,3,False,W,124,121
GAME-03264,2024-04-09,TEAM-28,TEAM-16,Toronto Arena,2766,2,False,L,118,131
GAME-03265,2022-06-18,TEAM-24,TEAM-01,Phoenix Arena,2630,2,False,L,96,114
GAME-03266,2024-01-25,TEAM-02,TEAM-22,Boston Arena,1966,0,True,L,104,122
GAME-03267,2025-05-01,TEAM-22,TEAM-26,Orlando Arena,2680,2,False,W,111,103
GAME-03268,2023-02-12,TEAM-13,TEAM-19,LA Clippers Arena,1308,3,False,W,96,86
GAME-03269,2023-06-16,TEAM-24,TEAM-08,Phoenix Arena,2621,0,True,L,106,121
GAME-03270,2021-12-29,TEAM-18,TEAM-29,Minnesota Arena,1538,1,False,W,88,87
GAME-03271,2023-07-14,TEAM-08,TEAM-27,Denver Arena,2334,1,False,W,121,106
GAME-03272,2025-07-13,TEAM-08,TEAM-21,Denver Arena,252,0,True,L,110,120
GAME-03273,2025-06-19,TEAM-11,TEAM-23,Houston Arena,437,1,False,L,111,119
GAME-03274,2022-05-12,TEAM-18,TEAM-03,Minnesota Arena,2722,1,False,W,117,95
GAME-03275,2022-05-28,TEAM-07,TEAM-02,Dallas Arena,2670,3,False,L,87,135
GAME-03276,2023-01-17,TEAM-30,TEAM-21,Washington Arena,1344,3,False,W,123,95
GAME-03277,2021-12-08,TEAM-26,TEAM-11,Sacramento Arena,2042,2,False,L,120,132
GAME-03278,2023-05-10,TEAM-10,TEAM-20,Golden State Arena,304,1,False,W,135,122
GAME-03279,2022-02-03,TEAM-08,TEAM-04,Denver Arena,801,0,True,W,92,90
GAME-03280,2022-09-02,TEAM-18,TEAM-27,Minnesota Arena,1772,5,False,W,104,90
GAME-03281,2022-07-31,TEAM-07,TEAM-30,Dallas Arena,1277,1,False,W,125,85
GAME-03282,2024-11-11,TEAM-02,TEAM-10,Boston Arena,1950,2,False,W,120,95
GAME-03283,2025-09-18,TEAM-03,TEAM-25,Brooklyn Arena,2404,1,False,W,108,95
GAME-03284,2023-07-04,TEAM-22,TEAM-14,Orlando Arena,761,4,False,L,90,130
GAME-03285,2024-04-26,TEAM-26,TEAM-29,Sacramento Arena,1096,1,False,L,124,128
GAME-03286,2022-08-08,TEAM-03,TEAM-12,Brooklyn Arena,1167,1,False,L,88,88
GAME-03287,2023-04-27,TEAM-19,TEAM-17,New Orleans Arena,81,4,False,W,110,99
GAME-03288,2025-04-14,TEAM-20,TEAM-19,New York Arena,272,3,False,W,113,105
GAME-03289,2024-01-06,TEAM-19,TEAM-10,New Orleans Arena,816,3,False,W,115,99
GAME-03290,2024-05-12,TEAM-16,TEAM-13,Miami Arena,953,3,False,W,130,86
GAME-03291,2022-01-25,TEAM-21,TEAM-14,OKC Arena,1160,1,False,W,117,86
GAME-03292,2025-08-22,TEAM-30,TEAM-10,Washington Arena,2534,1,False,W,128,95
GAME-03293,2023-06-25,TEAM-22,TEAM-30,Orlando Arena,126,3,False,W,120,89
GAME-03294,2024-03-28,TEAM-09,TEAM-22,Detroit Arena,1551,0,True,W,113,95
GAME-03295,2024-08-14,TEAM-11,TEAM-16,Houston Arena,2729,0,True,L,97,130
GAME-03296,2022-12-06,TEAM-12,TEAM-03,Indiana Arena,374,3,False,W,119,106
GAME-03297,2025-09-18,TEAM-16,TEAM-13,Miami Arena,1398,1,False,L,97,127
GAME-03298,2023-07-09,TEAM-02,TEAM-28,Boston Arena,2534,2,False,L,85,97
GAME-03299,2025-02-19,TEAM-11,TEAM-04,Houston Arena,1882,4,False,L,86,93
GAME-03300,2025-08-04,TEAM-10,TEAM-22,Golden State Arena,199,3,False,L,85,135
GAME-03301,2022-06-08,TEAM-15,TEAM-19,Memphis Arena,1513,2,False,W,111,86
GAME-03302,2024-02-29,TEAM-18,TEAM-14,Minnesota Arena,435,1,False,L,100,117
GAME-03303,2022-04-03,TEAM-29,TEAM-03,Utah Arena,424,0,True,L,122,128
GAME-03304,2023-08-27,TEAM-22,TEAM-09,Orlando Arena,524,5,False,L,89,129
GAME-03305,2025-07-17,TEAM-06,TEAM-19,Cleveland Arena,145,3,False,L,106,116
GAME-03306,2024-06-02,TEAM-10,TEAM-08,Golden State Arena,72,1,False,L,94,124
GAME-03307,2023-01-29,TEAM-10,TEAM-09,Golden State Arena,835,2,False,L,100,126
GAME-03308,2024-07-02,TEAM-15,TEAM-12,Memphis Arena,1643,1,False,L,116,120
GAME-03309,2022-02-01,TEAM-16,TEAM-03,Miami Arena,1274,0,True,L,93,105
GAME-03310,2021-12-23,TEAM-05,TEAM-28,Chicago Arena,880,1,False,W,107,90
GAME-03311,2022-01-28,TEAM-18,TEAM-02,Minnesota Arena,2677,4,False,L,110,119
GAME-03312,2024-08-04,TEAM-25,TEAM-18,Portland Arena,2583,4,False,L,94,98
GAME-03313,2025-07-20,TEAM-09,TEAM-10,Detroit Arena,1350,3,False,W,109,102
GAME-03314,2023-01-06,TEAM-11,TEAM-10,Houston Arena,1702,1,False,L,87,118
GAME-03315,2023-01-18,TEAM-01,TEAM-19,Atlanta Arena,1864,1,False,W,135,86
GAME-03316,2025-05-29,TEAM-25,TEAM-28,Portland Arena,92,2,False,L,85,93
GAME-03317,2022-06-30,TEAM-04,TEAM-26,Charlotte Arena,2566,3,False,W,128,127
GAME-03318,2025-05-23,TEAM-18,TEAM-14,Minnesota Arena,701,1,False,W,132,126
GAME-03319,2022-09-01,TEAM-07,TEAM-27,Dallas Arena,1106,1,False,L,111,125
GAME-03320,2023-06-03,TEAM-24,TEAM-28,Phoenix Arena,2710,1,False,W,125,111
GAME-03321,2024-09-05,TEAM-05,TEAM-22,Chicago Arena,746,1,False,L,102,117
GAME-03322,2022-05-12,TEAM-18,TEAM-30,Minnesota Arena,266,0,True,L,101,128
GAME-03323,2021-11-23,TEAM-12,TEAM-02,Indiana Arena,1936,1,False,L,90,113
GAME-03324,2022-02-01,TEAM-23,TEAM-30,Philadelphia Arena,2150,1,False,L,102,126
GAME-03325,2024-05-06,TEAM-03,TEAM-27,Brooklyn Arena,1573,1,False,W,119,118
